"id","repository","pr_number","file_path","language","comment_type","pr_title_ko","review_comment_ko","change_summary_ko","problem_ko","impact_ko","recommendation_ko","needs_confirmation","review_status"
"cr-0025","CodeEditApp/CodeEdit","608","CodeEditModules/Modules/StatusBar/src/Model/StatusBarTabType.swift","Swift","nitpick","StatusBar: 정리 및 테스트","nit: `return` 문을 제거할 수 있습니다.","상태 표시줄 탭 종류를 나타내는 `StatusBarTabType` 을 새로 추가합니다.","단일 표현식으로 끝나는 프로퍼티나 함수에 `return` 을 명시했습니다. Swift 에서는 생략할 수 있어 주변 코드 스타일과 어긋납니다.","동작에는 영향이 없지만 스타일 일관성이 떨어집니다.","단일 표현식인 경우 `return` 을 생략해 주변 코드와 스타일을 맞춥니다.","리뷰어가 지목한 정확한 위치는 댓글이 짧고 diff 앞부분만 제공되어 특정할 수 없습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0026","4ian/GDevelop","6970","Extensions/AnchorBehavior/anchorruntimebehavior.ts","TypeScript","question","객체에 사용자 지정 원점이 있을 때 앵커 동작 수정","`if (this.owner.getX() === this.owner.getDrawableX())` 를 추가해서, `if` 문 비용을 치르는 대신 90% 의 경우에 불필요한 계산을 피하는 것은 어떨까요?","앵커 동작에서 좌우 앵커가 모두 설정된 경우, 객체의 원점과 그리기 좌표 차이를 반영해 위치를 계산하도록 수정합니다.","원점과 그리기 좌표가 같은지 확인하지 않고 매번 좌표를 조회해 곱셈과 나눗셈을 수행합니다. 대부분의 객체는 두 값이 같아 계산 결과가 0 이 됩니다.","매 프레임 실행되는 앵커 갱신 경로에서 대다수 객체가 불필요한 계산을 반복합니다. 객체 수가 많은 장면에서 프레임 처리 시간이 늘어납니다.","`this.owner.getX() === this.owner.getDrawableX()` 를 먼저 검사해, 원점 보정이 필요 없는 경우에는 기존의 단순 계산 경로를 사용합니다.","리뷰어가 언급한 ""90%"" 는 경험적 추정이며 diff 로 검증할 수 없습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0027","All-Hands-AI/OpenHands","10208","openhands/server/conversation_manager/standalone_conversation_manager.py","Python","question","fix(backend): 대화 목록에 생성된 브랜치 이름 표시","에이전트가 브랜치를 전환하는 명령을 실행한 것을 감지한 뒤에는, 런타임을 사용하는 대신 명령어 자체에서 브랜치 이름을 알아낼 수 있지 않을까요?","이벤트가 브랜치를 바꿀 수 있는 git 작업과 관련되는지 판정하는 `_is_git_related_event()` 등을 추가합니다.","","","","리뷰 댓글은 브랜치 이름을 얻는 방식에 대한 질문이며 문제를 단정하지 않았습니다. 런타임 조회 대신 명령어 파싱이 가능한지는 구현을 확인해야 합니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0028","Automattic/pocket-casts-ios","1602","podcasts/Categories/CategoriesSelectorViewController.swift","Swift","question","카테고리 재설계: Pills","이것을 `DiscoverItemObservable` 로 이름을 바꿀 수 있을까요? `Observable` 은 너무 일반적인 이름이라 왜 이것을 쓰는지 이해하는 데 시간이 걸렸습니다. `Categ...` 에도 같은 의견입니다.","카테고리 선택 화면을 담당하는 `CategoriesSelectorViewController` 와 그 안의 `Observable` 클래스를 새로 추가합니다.","타입 이름이 `Observable` 로, SwiftUI 의 일반 개념과 이름이 겹칩니다. 무엇을 관찰하고 어떤 데이터를 담는지 이름에서 드러나지 않습니다.","코드를 읽는 사람이 타입의 역할을 파악하는 데 시간이 걸리고, 다른 화면에서 참조할 때 혼동이 생깁니다.","`DiscoverItemObservable` 처럼 담고 있는 데이터가 드러나는 이름으로 바꿉니다.","리뷰어가 함께 언급한 다른 타입(`Categ...`)이 무엇인지는 댓글이 잘려 있어 확인할 수 없습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0029","4ian/GDevelop","7052","Core/GDCore/IDE/Events/ExpressionTypeFinder.h","C/C++","suggestion","이벤트 함수의 마우스·키 파라미터 수정","이 변경은 동작을 바꾸지 않습니다. 지원 중단된 함수를 거치지 않고 더 쉽게 따라가기 위한 것뿐입니다.","`GetType()` 이 호출하는 함수를 `gd::ParameterMetadata::GetExpressionValueType` 에서 `gd::ValueTypeMetadata::GetExpressionPrimitiveValueType` 로 바꿉니다.","","","","리뷰 댓글은 작성자가 변경 의도를 설명한 내용이며 문제를 지적하지 않았습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0030","4ian/GDevelop","7077","newIDE/app/src/Utils/GDevelopServices/Tutorial.js","JavaScript","suggestion","지원 중단된 액션을 대체하는 액션에 튜토리얼 말풍선 추가","```suggestion
      return ['intermediate-toggle-states-with-variable'];
```","`getInstructionTutorialIds()` 의 분기에 `SetBooleanObjectVariable` 과 `SetBooleanVariable` 케이스를 추가합니다.","반환하는 튜토리얼 ID 문자열이 `'iIntermediate-toggle-states-with-variable'` 로, 앞에 `i` 가 하나 더 붙어 있습니다.","존재하지 않는 ID 를 반환하므로 새로 추가한 액션에서 튜토리얼 말풍선이 표시되지 않습니다. 이 변경의 목적이 달성되지 않습니다.","문자열을 `'intermediate-toggle-states-with-variable'` 로 고칩니다.","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0031","Alamofire/Alamofire","24","Source/Alamofire.swift","Swift","suggestion","Swift 의 Xcode 6 Beta5 변경 사항 지원","이렇게 하면 조금 더 간결해 보입니다.

``` swift
dispatch_async(queue ?? dispatch_get_main_queue(), {
  completionHandler(self.request, self.response, responseObject, error)
})
```","응답 처리 큐를 고를 때 쓰던 삼항 연산자 조건을 `queue ? ...` 에서 `(queue != nil) ? ...` 으로 바꿉니다.","nil 비교를 명시했지만 삼항 연산자의 참 분기가 여전히 옵셔널 `queue` 를 그대로 돌려줍니다. 기본값을 고르는 의도가 코드에 직접 드러나지 않고, 언래핑도 이루어지지 않습니다.","옵셔널이 언래핑되지 않은 채 API 로 전달되어 타입 불일치나 예상치 못한 동작이 생길 수 있습니다.","nil 병합 연산자를 사용해 `queue ?? dispatch_get_main_queue()` 로 기본값 선택과 언래핑을 한 번에 처리합니다.","이 코드가 대상으로 하는 Swift 버전에서 삼항 연산자의 결과 타입이 어떻게 추론되는지는 diff 만으로 확정할 수 없습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0032","Alamofire/Alamofire","494","Tests/DownloadTests.swift","Swift","suggestion","데이터·업로드·다운로드 진행률 테스트를 더 견고하게 작성","이름을 좀 더 서술적으로 짓는 편이 좋겠습니다.","다운로드 진행률 테스트 함수의 이름을 `testDownloadRequestWithProgress` 에서 `testDownloadRequestWithProgress2` 로 바꿉니다.","이름 뒤에 숫자 `2` 를 붙여 기존 테스트와 구분했습니다. 이름이 무엇을 다르게 검증하는지 전혀 설명하지 못합니다.","테스트가 실패했을 때 어떤 시나리오가 깨졌는지 이름만으로 알 수 없어 원인 추적이 느려집니다.","검증 대상을 드러내는 이름(예: 진행률 보고 주기나 대상 조건을 담은 이름)으로 바꿉니다.","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0033","Alamofire/Alamofire","504","Source/ParameterEncoding.swift","Swift","suggestion","파라미터 인코딩 문자와 추가 문서 보강","여기에 제외에 대한 주석을 두는 것이 의미가 있을까요? 릴리스 노트에 적는 편이 나을 수도 있습니다.","`escape()` 에서 이스케이프 대상 문자 목록을 `generalDelimiters` 등으로 나누고, RFC 3986 근거를 주석으로 남깁니다.","","","","리뷰 댓글은 주석을 코드에 둘지 릴리스 노트로 옮길지에 대한 의견이며 코드 결함을 지적하지 않았습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0034","All-Hands-AI/OpenHands","9666","openhands/llm/llm.py","Python","suggestion","이슈 #9655 수정: CodeActAgent 가 하드코딩된 stop 파라미터 때문에 xAI Grok-4 와 호환되지 않는 문제","```suggestion
    'xai/grok-4-0709',
```","stop 파라미터를 지원하지 않는 모델 목록에 `'xai/grok-4-0709'` 를 추가합니다.","","","","리뷰 댓글이 제안 블록만 담고 있어, 항목 추가 자체에 대한 확인인지 뒤에 붙은 주석을 빼자는 의견인지 확정할 수 없습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0035","Automattic/pocket-casts-android","4010","modules/services/compose/src/main/java/au/com/shiftyjelly/pocketcasts/compose/components/Tooltip2.kt","Kotlin","suggestion","툴팁 컴포넌트 추가","💡 표현식을 `(if (elevation > 0.dp) Modifier.shadow(elevation, tooltipShape) else Modifier).clip(...)` 처럼 시작해도 됩니다.","Compose 로 구현한 툴팁 컴포넌트 `Tooltip2` 를 새로 추가합니다.","","","","리뷰 댓글은 조건부 `Modifier` 를 작성하는 방식에 대한 제안이며 결함을 지적하지 않았습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0036","Automattic/pocket-casts-ios","1614","podcasts/DiscoverViewController.swift","Swift","suggestion","카테고리: 스폰서 게시물","이 구현이 마음에 들지는 않지만, 조만간 `UICollectionView` 같은 것으로 바꿔야 한다고 생각합니다. 그쪽을 살펴보기 시작했고 진전이 있어서 다음 주쯤 제출해 보려고 합니다.","`populateFrom(discoverLayout:)` 에 포함 여부와 초기화 여부를 제어하는 파라미터를 추가하고 문서 주석을 붙입니다.","","","","리뷰 댓글은 향후 `UICollectionView` 로 전환하자는 장기 개선 의견이며 이 변경의 결함을 지적하지 않았습니다. | 원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0037","AykutSarac/jsoncrack.com","62","src/components/Modal/index.tsx","TypeScript","control","ImportModal 에 `useKeyPress` 훅과 단축키 추가","지적 사항 없음.","모달 컴포넌트에 `useKeyPress` 훅을 import 하고 관련 처리를 추가합니다.","","","","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0038","AykutSarac/jsoncrack.com","469","src/layout/PageLayout/Footer.tsx","TypeScript","control","fix: 푸터를 페이지 하단에 고정","지적 사항 없음.","푸터의 `Container` 에 `w=""100%""` 속성을 추가합니다.","","","","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0039","Azure/azure-rest-api-specs","40154","eng/tools/typespec-migration-validation/src/document.ts","TypeScript","control","tsmv 명령의 일부 문제 수정","지적 사항 없음.","문서 전처리 함수에서 `tags` 속성도 제거하도록 조건을 추가합니다.","","","","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0040","Azure/azure-rest-api-specs","40303","eng/tools/openapi-diff-runner/test/command-helpers.test.ts","TypeScript","control","[openapi-diff-runner] 동일 버전 검사에서 rename 을 올바르게 처리","지적 사항 없음.","테스트의 기대값에서 rename 항목을 additions 에 합치던 부분을 제거하고 `mockResult.additions` 를 그대로 사용합니다.","","","","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
"cr-0041","Azure/azure-rest-api-specs","40396",".github/workflows/test/arm-auto-signoff/trivial-changes-check.test.js","JavaScript","control","ARM 자동 승인에서 .tsp 파일을 사소한/비기능 변경으로 포함","지적 사항 없음.","사소한 변경 판정 테스트의 기대 객체에 `rmTypeSpec: false` 항목을 추가합니다.","","","","원본 데이터셋에 PR 설명(본문)이 없어 pr_description_ko 를 비워 두었습니다.","pending"
